,year,회사명,거래소코드,회계년도,시가총액(백만원),PER(최고),PER(최저),PBR(최고),PBR(최저),PCR(최고),PCR(최저),PSR(최고),PSR(최저)
10719,2015,(주)풍산홀딩스,005810,2014/12,325159.4305,17.64,9.42,0.94,0.5,33.33,17.8,3.24,1.73
10720,2015,(주)노루홀딩스,000320,2014/12,323365.9695,24.29,14.18,1.68,0.98,26.0,15.17,10.08,5.88
10721,2015,삼진제약(주),005500,2014/12,323175.0,19.29,9.29,3.42,1.65,12.33,5.94,1.99,0.96
10722,2015,(주)세아제강지주,003030,2014/12,322200.0,16.25,9.35,0.75,0.43,10.23,5.89,0.43,0.25
10723,2015,한미반도체(주),042700,2014/12,317910.5125,15.86,8.42,2.49,1.32,16.76,8.89,2.46,1.31
10724,2015,하이트진로홀딩스(주),000140,2014/12,315612.004,11.6,8.21,0.38,0.27,11.67,8.26,5.31,3.76
10725,2015,코리아오토글라스(주),152330,2014/12,312000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10726,2015,대한제분(주),001130,2014/12,310960.0,16.33,9.28,0.68,0.39,10.04,5.71,1.09,0.62
10727,2015,무림피앤피(주),009580,2014/12,310906.09514,0.0,0.0,0.68,0.46,3.6,2.43,0.57,0.38
10728,2015,(주)경동인베스트,012320,2014/12,310844.16,10.34,7.38,0.85,0.61,28.21,20.13,0.19,0.14
10729,2015,일성신약(주),003120,2014/12,304570.0,88.02,47.47,1.08,0.58,84.74,45.7,5.65,3.05
10730,2015,대원제약(주),003220,2014/12,303068.1853,18.78,10.4,2.35,1.3,16.61,9.19,1.67,0.93
10731,2015,두산건설(주),011160,2014/12,302859.6699,0.0,0.0,0.92,0.09,166.61,15.37,0.76,0.07
10732,2015,에이치디씨랩스(주),039570,2014/12,302452.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10733,2015,대원강업(주),000430,2014/12,300080.0,48.08,38.13,1.37,1.09,22.63,17.95,0.6,0.48
10734,2015,(주)아이에이치큐,003560,2014/12,294501.538305,0.0,0.0,5.32,2.84,0.0,0.0,4.5,2.41
10736,2015,율촌화학(주),008730,2014/12,292640.0,41.23,31.23,1.27,0.96,67.97,51.48,0.83,0.63
10737,2015,(주)삼익악기,002450,2014/12,291008.94403,108.45,44.39,2.13,0.87,19.05,7.8,3.9,1.6
10738,2015,(주)동성케미컬,102260,2014/12,290393.3583,0.0,0.0,1.69,1.07,85.02,53.76,17.62,11.14
10739,2015,(주)엘에스네트웍스,000680,2014/12,287221.44375,0.0,0.0,0.67,0.5,0.0,0.0,0.5,0.38
10740,2015,(주)비와이씨,001460,2014/12,287010.5925,13.31,7.75,0.69,0.4,9.74,5.68,1.45,0.85
10741,2015,(주)서연,007860,2014/12,285559.5508,2.1,0.97,2.02,0.93,0.0,0.0,388.9,178.73
10742,2015,삼화페인트공업(주),000390,2014/12,284480.0,18.62,10.42,1.75,0.98,11.09,6.2,0.86,0.48
10743,2015,엔피씨(주),004250,2014/12,284212.8,19.07,12.73,1.97,1.31,21.32,14.23,1.01,0.67
10744,2015,(주)쌍방울,102280,2014/12,282782.02647,0.0,0.0,1.47,0.71,0.0,0.0,0.91,0.44
10745,2015,한국유나이티드제약(주),033270,2014/12,282007.4028,14.54,8.67,1.6,0.96,11.42,6.81,1.62,0.96
10746,2015,조광피혁(주),004700,2014/12,278598.8822,118.04,31.06,5.57,1.46,0.0,0.0,4.86,1.28
10748,2015,(주)에프앤에프홀딩스,007700,2014/12,273350.0,19.33,7.89,1.44,0.59,0.0,0.0,0.86,0.35
10749,2015,자화전자(주),033240,2014/12,272975.0,12.24,5.86,1.67,0.8,13.18,6.31,1.23,0.59
10751,2015,(주)휴비스,079980,2014/12,268065.0,20.49,15.79,1.33,1.03,20.34,15.67,0.4,0.31
10752,2015,한솔홀딩스(주),004150,2014/12,267089.4062,0.0,0.0,1.26,0.82,15.96,10.37,0.0,0.0
10753,2015,(주)한국카본,017960,2014/12,266889.73437,16.56,9.35,1.26,0.71,18.05,10.19,1.58,0.89
10754,2015,한국주철관공업(주),000970,2014/03,266765.85,26.04,18.87,0.52,0.38,45.76,33.16,0.78,0.57
10755,2015,에스케이렌터카(주),068400,2014/12,263540.97,22.5,14.66,2.08,1.35,0.0,0.0,0.85,0.56
10756,2015,신라교역(주),004970,2014/12,263200.0,25.9,15.56,1.2,0.72,35.28,21.19,1.94,1.17
10758,2015,강남제비스코(주),000860,2014/12,259675.0,12.54,6.51,1.19,0.62,9.88,5.13,1.08,0.56
10759,2015,(주)에이프로젠바이오로직스,003060,2014/12,258014.188635,0.0,0.0,1.71,0.96,0.0,0.0,4.4,2.46
10760,2015,삼영전자공업(주),005680,2014/12,255000.0,16.31,10.72,0.68,0.45,8.88,5.84,1.25,0.82
10761,2015,(주)코리아써키트,007810,2014/12,253923.07325,26.22,13.25,1.2,0.61,7.37,3.73,0.86,0.44
10762,2015,케이피엑스홀딩스(주),092230,2014/12,250521.5078,0.0,0.0,1.02,0.54,32.49,17.08,30.12,15.83
10763,2015,(주)화승코퍼레이션,013520,2014/12,250497.4948,16.27,6.19,1.21,0.46,16.32,6.2,0.37,0.14
10764,2015,한국유리공업(주),002000,2014/12,249471.585,42.59,22.52,0.68,0.36,39.9,21.1,1.37,0.72
10765,2015,(주)에스지세계물산,004060,2014/12,245946.3264,0.0,0.0,0.75,0.58,0.0,0.0,0.45,0.34
10766,2015,퍼스텍(주),010820,2014/12,245047.7616,72.92,51.73,2.13,1.51,69.11,49.03,1.07,0.76
10767,2015,삼성제약(주),001360,2014/12,243633.9216,0.0,0.0,5.0,1.8,0.0,0.0,3.8,1.37
10768,2015,파미셀(주),005690,2014/12,241240.142445,0.0,0.0,6.6,3.46,0.0,0.0,13.93,7.29
10769,2015,(주)이월드,084680,2014/12,239398.677565,80.71,15.63,3.47,0.67,0.0,0.0,14.64,2.84
10770,2015,(주)세이브존아이앤씨,067830,2014/12,236805.96415,12.81,7.28,1.06,0.6,9.78,5.56,1.83,1.04
10771,2015,디엘건설(주),001880,2014/12,236045.3613,9.85,1.74,2.02,0.36,7.43,1.31,0.33,0.06
10772,2015,(주)포스코플랜텍,051310,2014/12,235085.4298,0.0,0.0,2.68,1.01,0.0,0.0,0.89,0.34
10773,2015,미래산업(주),025560,2014/12,233974.489279,0.0,0.0,4.18,1.8,0.0,0.0,4.74,2.04
10774,2015,케이피엑스케미칼(주),025000,2014/12,233530.0,9.31,7.41,1.0,0.8,9.37,7.46,0.49,0.39
10775,2015,코오롱글로벌(주),003070,2014/12,233426.842,108.07,19.16,1.37,0.24,0.0,0.0,0.19,0.03
10776,2015,(주)디알비동일,004840,2014/12,232329.0,33.2,12.41,1.76,0.66,19.1,7.14,2.29,0.86
10777,2015,(주)티비에이치글로벌,084870,2014/12,231510.6909,0.0,0.0,4.52,2.02,0.0,0.0,4.04,1.8
10778,2015,KISCO홀딩스(주),001940,2014/12,229846.1672,21.44,14.74,0.41,0.28,24.1,16.56,15.0,10.31
10779,2015,동화약품(주),000020,2014/12,227362.1658,37.11,24.95,0.83,0.56,13.56,9.11,0.86,0.58
10780,2015,(주)선진,136490,2014/12,227106.0,13.92,8.14,2.06,1.2,19.81,11.58,0.57,0.33
10782,2015,태림포장(주),011280,2014/12,224454.8298,10.37,7.38,0.49,0.35,5.63,4.01,0.53,0.38
10783,2015,미원홀딩스(주),107590,2014/12,223550.9855,10.96,8.42,1.56,1.2,10.89,8.36,0.98,0.76
10784,2015,아세아(주),002030,2014/12,223484.448,39.8,25.24,0.75,0.47,0.0,0.0,18.82,11.94
10785,2015,(주)노루페인트,090350,2014/12,223000.0,15.15,7.83,0.85,0.44,9.31,4.81,0.46,0.24
10786,2015,에이치에스디엔진(주),082740,2014/12,222747.5,0.0,0.0,1.14,0.64,0.0,0.0,0.78,0.44
10787,2015,케이알모터스(주),000040,2014/12,222640.86028,0.0,0.0,4.04,1.15,0.0,0.0,2.24,0.64
10788,2015,성창기업지주(주),000180,2014/12,222507.604,85.3,51.34,1.77,1.07,59.71,35.94,17.2,10.35
10789,2015,(주)화신,010690,2014/12,220696.9912,6.58,3.58,1.11,0.6,11.64,6.32,0.78,0.42
10790,2015,(주)예스코홀딩스,015360,2014/12,220500.0,50.31,42.57,0.44,0.37,6.83,5.78,0.2,0.17
10791,2015,알보젠코리아(주),002250,2014/12,219964.4531,0.0,0.0,0.79,0.37,0.0,0.0,2.3,1.06
10792,2015,성신양회(주),004980,2014/12,218345.74208,41.51,18.53,1.09,0.49,6.89,3.07,0.59,0.26
10793,2015,(주)대동,000490,2014/12,217587.6857,73.95,33.72,1.55,0.71,0.0,0.0,0.59,0.27
10794,2015,(주)세원정공,021820,2014/06,215000.0,25.5,16.26,1.68,1.07,35.64,22.72,5.67,3.61
10795,2015,(주)에넥스,011090,2014/12,213570.24196,26.88,8.63,2.76,0.89,0.0,0.0,0.55,0.18
10796,2015,(주)SNT에너지,100840,2014/12,210767.207,11.57,9.28,0.65,0.52,0.0,0.0,0.54,0.43
10797,2015,코오롱플라스틱(주),138490,2014/12,209960.0,118.28,76.87,1.99,1.29,8.47,5.51,0.71,0.46
10798,2015,신성통상(주),005390,2014/06,209095.70745,44.9,28.31,0.84,0.53,3.77,2.38,0.27,0.17
10799,2015,삼양식품(주),003230,2014/12,207911.214,33.01,20.92,1.56,0.99,26.9,17.05,0.81,0.51
10800,2015,(주)진양홀딩스,100250,2014/12,206812.5804,30.98,10.2,1.82,0.6,31.57,10.39,26.26,8.65
10801,2015,대한제강(주),084010,2014/12,205553.76156,0.0,0.0,0.52,0.36,3.68,2.54,0.18,0.13
10802,2015,케이씨그린홀딩스(주),009440,2014/12,205504.4168,55.58,21.97,2.56,1.01,115.59,45.69,11.9,4.7
10803,2015,대덕GDS(주),004130,2014/12,205138.86161,24.4,13.14,1.0,0.54,32.4,17.45,0.82,0.44
10804,2015,(주)휴니드테크놀러지스,005870,2014/12,203367.0265,47.7,21.95,1.44,0.66,66.13,30.42,1.95,0.9
10805,2015,(주)유수홀딩스,000700,2014/12,202605.29736,0.0,0.0,4.22,1.12,33.17,8.77,50.24,13.27
10806,2015,(주)오리엔트바이오,002630,2014/03,201889.3955,0.0,0.0,1.71,1.02,160.03,95.38,3.93,2.34
10807,2015,(주)디아이,003160,2014/12,201579.424,92.0,39.96,4.4,1.91,38.84,16.87,5.2,2.26
10808,2015,세종공업(주),033530,2014/12,201547.0215,28.67,18.7,1.4,0.91,60.97,39.77,0.87,0.57
10809,2015,(주)대유에이텍,002880,2014/12,200269.28259,133.01,63.51,2.29,1.1,0.0,0.0,0.34,0.16
10810,2015,(주)케이에스에스해운,044450,2014/12,199398.568,9.04,6.48,1.05,0.75,4.84,3.47,1.38,0.99
10811,2015,신풍제약(주),019170,2014/12,197150.48,81.91,62.25,1.34,1.02,1113.59,846.33,1.09,0.83
10812,2015,세원이앤씨(주),091090,2014/12,196553.592,0.0,0.0,1.74,1.02,0.0,0.0,0.74,0.43
10813,2015,대림비앤코(주),005750,2014/12,191445.6492,8.48,3.95,0.5,0.23,8.76,4.08,0.52,0.24
10814,2015,금강공업(주),014280,2014/12,190839.3852,26.11,6.16,1.78,0.42,4.15,0.98,0.76,0.18
10815,2015,일진전기(주),103590,2014/12,190593.2046,20.65,13.69,1.16,0.77,9.76,6.46,0.46,0.31
10816,2015,(주)이수페타시스,007660,2014/12,190453.65677,10.33,5.49,1.45,0.77,10.08,5.35,0.93,0.49
10817,2015,보해양조(주),000890,2014/12,188878.670695,24.25,9.49,1.5,0.59,6.53,2.56,1.01,0.4
10818,2015,한신공영(주),004960,2014/12,186277.7508,0.0,0.0,0.89,0.52,2.04,1.17,0.15,0.09
10819,2015,기신정기(주),092440,2014/03,184252.0,12.0,8.4,1.22,0.86,9.55,6.68,2.24,1.57
10820,2015,디와이(주),013570,2014/12,184237.431,11.04,7.39,1.76,1.18,9.36,6.26,1.08,0.72
10821,2015,한국화장품(주),123690,2014/12,183175.2,4.84,0.82,2.6,0.44,0.0,0.0,3.89,0.66
10822,2015,써니전자(주),004770,2014/12,183103.2,1654.7,485.69,4.0,1.17,49.95,14.66,5.15,1.51
10823,2015,(주)영흥,012160,2014/12,181471.00263,90.19,49.56,1.53,0.84,164.37,90.32,1.61,0.88
10824,2015,(주)디아이씨,092200,2014/12,181412.0,0.0,0.0,1.14,0.61,0.0,0.0,0.49,0.26
10825,2015,삼익티에이치케이(주),004380,2014/12,181230.0,11.89,8.87,1.59,1.19,9.98,7.44,1.11,0.83
10826,2015,샘표(주),007540,2014/12,179982.0,24.76,12.18,1.31,0.65,9.33,4.59,0.86,0.42
10827,2015,스틱인베스트먼트(주),026890,2014/12,179216.1525,66.17,44.38,1.95,1.31,59.77,40.09,4.66,3.13
10828,2015,대한제당(주),001790,2014/12,178126.0403,273.36,171.11,0.88,0.55,0.0,0.0,0.32,0.2
10829,2015,케이지케미칼(주),001390,2014/12,177922.485,40.97,24.5,1.53,0.91,23.32,13.95,1.33,0.8
10830,2015,조광페인트(주),004910,2014/12,177920.0,9.34,4.79,1.16,0.59,7.69,3.95,0.79,0.41
10831,2015,(주)한창,005110,2014/12,177806.31924,26.43,6.89,2.03,0.53,60.32,15.72,4.01,1.05
10832,2015,(주)한진중공업홀딩스,003480,2014/12,177474.17012,39.79,23.38,0.34,0.2,38.62,22.7,23.97,14.09
10833,2015,조일알미늄(주),018470,2014/12,176784.0,0.0,0.0,0.57,0.37,7.76,5.06,0.31,0.2
10834,2015,한세엠케이(주),069640,2014/12,176460.73425,86.31,33.87,1.69,0.66,0.0,0.0,0.95,0.37
10835,2015,한국제지(주),002300,2014/12,175173.215,46.73,32.7,0.36,0.25,9.69,6.78,0.3,0.21
10836,2015,애경케미칼(주),161000,2014/12,174938.4,9.53,6.25,1.49,0.97,16.96,11.11,0.28,0.18
10837,2015,(주)웅진,016880,2014/12,174460.4235,2.03,0.93,0.65,0.3,4.06,1.87,1.21,0.56
10838,2015,깨끗한나라(주),004540,2014/12,173391.8317,92.19,62.31,1.23,0.83,12.92,8.74,0.33,0.23
10839,2015,효성아이티엑스(주),094280,2014/12,172217.18,39.4,9.54,8.44,2.04,85.02,20.58,1.0,0.24
10840,2015,진원생명과학(주),011000,2014/12,172142.2741,0.0,0.0,4.67,1.42,0.0,0.0,9.24,2.8
10841,2015,대성홀딩스(주),016710,2014/12,171352.73835,59.45,38.78,0.94,0.61,63.53,41.44,6.4,4.18
10843,2015,한일현대시멘트(주),006390,2014/12,169846.1076,0.59,0.08,3.15,0.44,2.81,0.39,0.51,0.07
10844,2015,(주)와이지플러스,037270,2014/12,169081.91076,0.0,0.0,1.23,0.35,0.0,0.0,21.01,5.95
10845,2015,(주)신세계아이앤씨,035510,2014/12,169076.0,17.47,10.16,1.36,0.79,14.32,8.32,0.93,0.54
10846,2015,태경산업(주),015890,2014/12,168942.175,41.35,29.33,1.24,0.88,33.34,23.65,1.42,1.01
10847,2015,(주)대현,016090,2014/12,168223.78165,38.5,17.8,1.66,0.77,65.47,30.27,0.73,0.34
10848,2015,신세계건설(주),034300,2014/12,168000.0,38.27,12.05,4.77,1.5,5.84,1.84,0.14,0.05
10849,2015,대원전선(주),006340,2014/12,167543.64066,295.46,156.04,1.26,0.67,0.0,0.0,0.22,0.12
10851,2015,(주)케이티아이에스,058860,2014/12,165657.52,20.16,12.63,1.43,0.9,0.0,0.0,0.42,0.26
10853,2015,대성에너지(주),117580,2014/12,164450.0,15.79,10.91,0.75,0.52,4.75,3.28,0.19,0.13
10854,2015,새론오토모티브(주),075180,2014/12,163008.0,15.06,10.99,1.63,1.19,8.55,6.24,1.67,1.22
10855,2015,계양전기(주),012200,2014/12,163000.0,35.17,17.07,1.21,0.59,18.9,9.17,0.68,0.33
10856,2015,(주)SIMPAC,009160,2014/12,162875.58,21.72,14.17,1.11,0.72,7.64,4.98,0.98,0.64
10857,2015,(주)세아특수강,019440,2014/12,161973.0,9.46,6.37,1.12,0.76,10.91,7.34,0.42,0.28
10858,2015,미원상사(주),002840,2014/12,161121.713,30.12,22.81,1.49,1.13,12.57,9.52,1.17,0.88
10859,2015,태평양물산(주),007980,2014/12,160613.48015,66.05,21.39,1.57,0.51,22.9,7.42,0.46,0.15
10860,2015,흥아해운(주),003280,2014/12,160531.94985,15.45,5.97,1.68,0.65,0.0,0.0,0.32,0.13
10861,2015,한전산업개발(주),130660,2014/12,160392.0,437.62,227.34,4.47,2.32,34.28,17.81,0.76,0.4
10862,2015,(주)SH에너지화학,002360,2014/12,160032.5712,15.13,5.05,3.07,1.02,9.73,3.25,1.04,0.35
10863,2015,(주)동성화학,005190,2014/12,159972.0219,1224.9,727.44,1.51,0.9,36.42,21.63,0.89,0.53
10864,2015,(주)대구백화점,006370,2014/03,159618.76225,41.34,24.67,0.59,0.35,303.62,181.19,1.45,0.87
10865,2015,상신브레이크(주),041650,2014/12,158244.5865,11.62,6.36,2.14,1.17,11.68,6.39,0.74,0.4
10866,2015,(주)이수화학,005950,2014/12,157363.4,0.0,0.0,0.41,0.26,0.0,0.0,0.15,0.09
10867,2015,STX엔진(주),077970,2014/12,156460.5472,0.0,0.0,0.0,0.0,1.93,1.25,0.34,0.22
10868,2015,일진디스플레이(주),020760,2014/12,154596.8424,35.6,12.25,3.26,1.12,11.42,3.93,1.09,0.38
10869,2015,(주)인디에프,014990,2014/12,154404.4469,0.0,0.0,1.01,0.45,13.13,5.8,0.43,0.19
10870,2015,아세아제지(주),002310,2014/12,154051.8344,19.36,10.97,0.65,0.37,5.59,3.17,0.8,0.45
10871,2015,(주)한국화장품제조,003350,2014/12,153181.6,9.17,1.8,2.17,0.43,0.0,0.0,2.02,0.4
10872,2015,(주)신성이엔지,011930,2014/12,152562.116,0.0,0.0,2.02,1.04,0.0,0.0,0.52,0.27
10873,2015,(주)미래아이앤지,007120,2014/12,151498.8287,0.0,0.0,2.22,0.68,0.0,0.0,6.53,2.0
10874,2015,(주)모나리자,012690,2014/12,151404.9957,25.02,13.18,2.37,1.25,11.03,5.81,1.14,0.6
10875,2015,화성산업(주),002460,2014/12,150654.68,8.94,3.48,0.74,0.29,5.04,1.96,0.45,0.18
10876,2015,(주)선앤엘,002820,2014/12,149759.4244,285.65,136.94,0.6,0.29,26.84,12.87,0.59,0.28
10877,2015,(주)경인양행,012610,2014/12,148254.65955,36.0,16.89,1.79,0.84,21.67,10.17,1.72,0.81
10878,2015,현대비앤지스틸(주),004560,2014/12,147018.40725,13.02,6.43,1.26,0.62,8.6,4.25,0.54,0.27
10879,2015,(주)삼성출판사,068290,2014/12,146000.0,30.28,12.12,1.46,0.59,15.02,6.01,1.77,0.71
10880,2015,(주)에이치에스애드,035000,2014/12,145793.1992,436.86,375.61,1.62,1.39,38.51,33.11,12.66,10.89
10881,2015,(주)삼원강재,023000,2014/12,145600.0,14.87,9.63,1.31,0.85,13.12,8.5,0.76,0.49
10882,2015,삼양통상(주),002170,2014/12,145350.0,26.57,7.43,1.26,0.35,0.0,0.0,1.36,0.38
10883,2015,(주)도화엔지니어링,002150,2014/12,144658.8,69.59,41.75,1.04,0.62,77.65,46.59,0.93,0.56
10884,2015,(주)종근당바이오,063160,2014/12,144333.8964,0.0,0.0,1.26,0.53,13.65,5.68,1.44,0.6
10885,2015,(주)한익스프레스,014130,2014/12,144000.0,3.44,1.45,1.44,0.61,3.75,1.58,0.18,0.08
10886,2015,인천도시가스(주),034590,2014/12,143710.6689,7.23,4.74,1.15,0.76,14.67,9.61,0.21,0.14
10887,2015,에이치엘디앤아이한라(주),014790,2014/12,143023.40234,8.2,4.52,1.21,0.67,5.46,3.01,0.26,0.14
10888,2015,(주)넥솔론,110570,2014/12,140140.216104,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.07
10889,2015,태림페이퍼(주),019300,2014/12,140105.7,24.32,16.32,0.77,0.52,5.86,3.93,0.59,0.39
10890,2015,디아이동일(주),001530,2014/12,139964.2092,0.0,0.0,0.48,0.24,13.96,7.03,0.88,0.44
10891,2015,동일고무벨트(주),163560,2014/12,139707.5,7.05,4.34,0.96,0.59,26.28,16.17,0.54,0.34
10892,2015,(주)수산중공업,017550,2014/12,138234.6166,18.35,12.11,1.06,0.7,40.44,26.69,0.83,0.55
10893,2015,동일산업(주),004890,2014/12,137994.7335,14.54,10.44,0.52,0.37,28.65,20.57,0.45,0.32
10894,2015,(주)덕성,004830,2014/12,137200.0,77.51,52.46,0.96,0.65,12.55,8.49,0.76,0.52
10896,2015,미창석유공업(주),003650,2014/12,136564.252,8.82,7.02,0.74,0.59,4.82,3.84,0.4,0.32
10897,2015,(주)우성,006980,2014/12,136423.5,34.73,22.59,0.8,0.52,8.75,5.69,0.44,0.29
10898,2015,텔코웨어(주),078000,2014/12,136323.0193,21.37,13.96,1.91,1.25,0.0,0.0,3.31,2.17
10899,2015,(주)남선알미늄,008350,2014/12,136071.17615,9.82,3.66,1.98,0.74,12.7,4.73,0.51,0.19
10900,2015,광전자(주),017900,2014/12,135298.686605,0.0,0.0,0.64,0.37,7.53,4.33,0.83,0.48
10901,2015,(주)케이티씨에스,058850,2014/12,134884.6,15.13,10.46,1.31,0.9,0.0,0.0,0.39,0.27
10902,2015,대한화섬(주),003830,2014/12,132800.0,0.0,0.0,0.33,0.2,27.59,16.7,0.92,0.55
10903,2015,(주)사조오양,006090,2014/12,132389.48295,0.0,0.0,0.58,0.43,14.8,10.93,0.38,0.28
10904,2015,(주)신영와코루,005800,2014/09,131850.0,20.43,14.1,0.48,0.33,151.41,104.46,0.68,0.47
10905,2015,(주)우진,105840,2014/12,129505.6,73.01,49.73,2.1,1.43,0.0,0.0,3.2,2.18
10906,2015,웅진에너지(주),103130,2014/12,127991.59167,0.0,0.0,2.98,1.3,0.0,0.0,1.28,0.56
10907,2015,무림페이퍼(주),009200,2014/12,126700.34895,0.0,0.0,0.48,0.29,9.53,5.71,0.25,0.15
10908,2015,STX중공업(주),071970,2014/12,126359.65282,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.14
10909,2015,(주)에코바이브,015540,2014/12,125758.65666,0.0,0.0,12.57,1.78,0.0,0.0,19.11,2.7
10910,2015,씨제이씨푸드(주),011150,2014/12,125398.39777,33.67,26.05,2.34,1.81,0.0,0.0,0.7,0.55
10911,2015,(주)사조해표,079660,2014/12,124584.0,16.97,5.0,1.55,0.46,9.13,2.69,0.26,0.08
10912,2015,대원화성(주),024890,2014/12,123747.456,16.78,7.37,2.25,0.99,20.5,9.0,0.77,0.34
10913,2015,(주)지에스글로벌,001250,2014/12,123710.36436,29.23,22.94,0.86,0.68,0.0,0.0,0.09,0.07
10914,2015,(주)한솔홈데코,025750,2014/12,122157.450405,0.0,0.0,1.57,0.81,49.11,25.24,0.87,0.45
10915,2015,삼화콘덴서공업(주),001820,2014/12,122141.25,0.0,0.0,1.75,0.97,38.46,21.24,0.61,0.34
10916,2015,(주)티웨이홀딩스,004870,2014/12,121697.14575,347.58,76.59,5.39,1.19,163.61,36.05,10.48,2.31
10917,2015,대영포장(주),014160,2014/12,121585.238325,16.82,10.94,0.81,0.53,5.3,3.45,0.41,0.27
10918,2015,(주)윌비스,008600,2014/12,121410.0,19.02,11.06,0.58,0.34,11.55,6.72,0.42,0.25
10919,2015,디씨엠(주),024090,2014/12,121095.0,298.33,182.51,1.6,0.98,21.02,12.86,1.77,1.08
10920,2015,화천기공(주),000850,2014/12,121000.0,9.33,5.64,0.79,0.48,8.62,5.21,0.78,0.47
10921,2015,(주)인스코비,006490,2014/12,118704.551175,0.0,0.0,7.02,3.69,0.0,0.0,6.11,3.21
10922,2015,이건산업(주),008250,2014/12,118575.09125,1798.35,1047.08,2.08,1.21,12.47,7.26,1.12,0.65
10923,2015,성보화학(주),003080,2014/12,118118.0,19.48,11.99,1.04,0.64,0.0,0.0,1.65,1.02
10924,2015,(주)한미글로벌건축사사무소,053690,2014/12,118095.72795,13.11,9.38,1.13,0.81,4.64,3.32,0.72,0.52
10925,2015,(주)세진중공업,075580,2014/12,117750.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10926,2015,유니온머티리얼(주),047400,2014/12,117600.0,34.23,20.61,1.36,0.82,10.01,6.03,1.22,0.74
10927,2015,극동유화(주),014530,2014/12,114371.6976,9.26,7.78,0.84,0.71,5.09,4.28,0.34,0.28
10928,2015,(주)백산,035150,2014/12,114345.0,0.0,0.0,1.9,1.13,10.18,6.04,1.1,0.65
10929,2015,사조씨푸드(주),014710,2014/12,114331.12552,17.1,10.1,0.8,0.47,8.45,4.99,0.5,0.29
10930,2015,(주)방림,003610,2014/09,114248.043,28.85,14.56,0.49,0.25,12.49,6.3,0.66,0.33
10931,2015,아남전자(주),008700,2014/12,112602.2372,0.0,0.0,1.33,0.56,0.0,0.0,0.74,0.31
10932,2015,(주)신원,009270,2014/12,112363.48175,198.98,64.87,1.19,0.39,11.02,3.59,0.36,0.12
10933,2015,사조동아원(주),008040,2014/12,112110.20028,0.0,0.0,2.56,1.89,0.0,0.0,0.53,0.39
10934,2015,(주)다이나믹디자인,145210,2014/12,111221.5104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10935,2015,동성제약(주),002210,2014/12,110679.49464,0.0,0.0,3.68,1.22,55.58,18.49,2.77,0.92
10936,2015,(주)경농,002100,2014/12,110411.0075,15.35,8.18,0.88,0.47,10.0,5.33,1.06,0.56
10937,2015,동양철관(주),008970,2014/12,110367.22152,0.0,0.0,1.38,0.91,0.0,0.0,0.71,0.47
10938,2015,(주)주성코퍼레이션,109070,2014/12,110015.943865,0.0,0.0,5.26,1.45,0.0,0.0,0.57,0.16
10939,2015,(주)에스지글로벌,001380,2014/12,110004.58345,0.0,0.0,0.75,0.54,0.0,0.0,0.77,0.55
10940,2015,(주)사조대림,003960,2014/12,109674.58,40.23,24.49,0.77,0.47,14.73,8.97,0.25,0.15
10941,2015,신송홀딩스(주),006880,2014/12,108234.0507,0.0,0.0,0.93,0.63,0.0,0.0,74.25,50.59
10942,2015,유성기업(주),002920,2014/12,107682.125,24.62,12.23,1.08,0.54,13.64,6.78,0.69,0.34
10943,2015,포스코스틸리온(주),058430,2014/12,107400.0,0.0,0.0,0.68,0.49,6.01,4.33,0.14,0.1
10944,2015,페이퍼코리아(주),001020,2014/12,107032.6296,0.0,0.0,0.84,0.43,50.76,25.76,0.66,0.33
10945,2015,(주)휴스틸,005010,2014/12,106546.7018,10.41,7.78,0.37,0.28,14.8,11.07,0.25,0.19
10946,2015,(주)비상교육,100220,2014/12,105663.50433,13.17,7.18,1.37,0.75,26.92,14.67,1.36,0.74
10947,2015,미원화학(주),134380,2014/12,104982.528,10.51,8.39,1.36,1.08,7.45,5.95,0.62,0.49
10948,2015,(주)대유플러스,000300,2014/12,104863.42594,0.0,0.0,1.97,1.01,42.06,21.54,0.59,0.3
10949,2015,KG스틸(주),016380,2014/12,104802.55712,0.0,0.0,8.59,2.5,11.21,3.26,0.1,0.03
10950,2015,(주)카프로,006380,2014/12,104400.0,0.0,0.0,0.92,0.35,0.0,0.0,0.66,0.25
10951,2015,현대약품(주),004310,2014/11,103460.0,58.07,31.08,0.84,0.45,24.57,13.15,0.79,0.42
10952,2015,전방(주),000950,2014/12,102984.0,0.0,0.0,0.59,0.26,0.0,0.0,0.44,0.19
10953,2015,(주)STX,011810,2014/12,102636.80385,4.25,0.25,28.64,1.7,0.0,0.0,1.1,0.07
10954,2015,(주)천일고속,000650,2014/12,102475.074,17.53,9.94,1.85,1.05,20.97,11.89,1.4,0.79
10955,2015,유니퀘스트(주),077500,2014/12,102461.990565,13.71,5.73,1.75,0.73,22.09,9.24,0.81,0.34
10956,2015,(주)광명전기,017040,2014/12,102276.7714,16.61,12.54,1.8,1.36,13.8,10.42,1.0,0.76
