,year,회사명,거래소코드,회계년도,시가총액(백만원),PER(최고),PER(최저),PBR(최고),PBR(최저),PCR(최고),PCR(최저),PSR(최고),PSR(최저)
5653,2008,성창기업지주(주),000180,2007/09,115800.0,0.0,0.0,1.99,0.76,0.0,0.0,1.26,0.48
5654,2008,(주)포스코플랜텍,051310,2007/12,114646.875,43.94,27.33,2.92,1.82,0.0,0.0,1.26,0.79
5655,2008,아이에스동서(주),010780,2007/12,114219.99534,23.98,15.88,1.17,0.77,17.53,11.61,1.01,0.67
5656,2008,한국단자공업(주),025540,2007/12,114044.25,10.71,5.5,1.27,0.65,24.88,12.79,1.17,0.6
5657,2008,삼진제약(주),005500,2007/12,113092.5,27.0,15.93,1.91,1.13,0.0,0.0,1.27,0.75
5658,2008,(주)다함이텍,009280,2007/12,112817.7519,10.24,6.13,0.97,0.58,27.51,16.47,8.44,5.06
5659,2008,제이에스전선(주),005560,2007/12,109348.7304,49.05,17.53,4.47,1.6,142.62,50.96,1.47,0.53
5660,2008,케이씨그린홀딩스(주),009440,2007/12,109140.0,60.26,4.4,13.36,0.98,194.27,14.19,5.53,0.4
5661,2008,한화화인케미칼(주),025850,2007/12,108640.0,8.42,0.81,3.79,0.36,5.55,0.53,1.23,0.12
5662,2008,디아이동일(주),001530,2007/12,108213.1964,93.96,63.26,0.74,0.5,0.0,0.0,1.57,1.06
5663,2008,사조산업(주),007160,2007/12,107500.0,119.71,12.27,3.47,0.36,26.89,2.76,1.38,0.14
5664,2008,환인제약(주),016580,2007/12,106950.4025,15.63,11.34,1.92,1.39,18.4,13.35,2.2,1.6
5665,2008,태경산업(주),015890,2007/12,105515.7875,12.83,5.15,1.54,0.62,11.95,4.8,2.3,0.92
5666,2008,대원강업(주),000430,2007/12,105000.0,16.8,9.2,0.94,0.52,3.56,1.95,0.35,0.19
5667,2008,샘표(주),007540,2007/12,103545.2,32.26,17.98,1.11,0.62,10.82,6.03,1.12,0.62
5669,2008,(주)신성이엔지,011930,2007/12,103129.65,30.52,15.93,2.42,1.26,11.71,6.11,1.33,0.69
5670,2008,(주)대웅,003090,2007/03,102971.0901,7.0,3.51,1.11,0.56,48.71,24.45,3.66,1.84
5671,2008,기신정기(주),092440,2007/03,102200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5672,2008,SNT모티브(주),064960,2007/12,101839.3775,13.46,5.71,3.43,1.45,11.27,4.78,1.06,0.45
5673,2008,(주)이수화학,005950,2007/12,101423.7362,0.0,0.0,0.87,0.36,0.0,0.0,0.21,0.09
5674,2008,(주)휴스틸,005010,2007/12,101011.8082,12.62,5.72,0.88,0.4,4.23,1.91,0.5,0.23
5675,2008,(주)신흥,004080,2007/12,100000.0,61.82,17.53,3.96,1.12,31.79,9.02,1.74,0.49
5676,2008,대덕GDS(주),004130,2007/12,99809.88435,17.44,10.72,1.01,0.62,8.87,5.45,1.07,0.66
5677,2008,포스코스틸리온(주),058430,2007/12,99600.0,19.89,10.03,0.68,0.35,5.47,2.76,0.27,0.14
5678,2008,삼환기업(주),000360,2007/12,99450.73095,12.46,5.96,1.05,0.5,0.0,0.0,0.58,0.28
5679,2008,백광산업(주),001340,2007/12,98876.097,38.05,9.37,2.16,0.53,10.18,2.51,1.56,0.38
5680,2008,KISCO홀딩스(주),001940,2007/12,98766.0,18.52,5.95,1.75,0.56,9.45,3.03,1.77,0.57
5681,2008,범양건영(주),002410,2007/12,98700.654,19.29,7.61,1.38,0.55,3.89,1.54,0.81,0.32
5682,2008,송원산업(주),004430,2007/12,98400.0,0.0,0.0,2.31,1.35,0.0,0.0,0.59,0.35
5685,2008,동일산업(주),004890,2007/12,97372.38225,7.0,2.05,1.16,0.34,13.16,3.85,0.51,0.15
5686,2008,한일현대시멘트(주),006390,2007/12,95472.0,0.0,0.0,1.17,0.53,28.43,12.86,1.48,0.67
5687,2008,인천도시가스(주),034590,2007/12,95200.0,15.43,9.59,1.59,0.99,7.06,4.39,0.35,0.22
5688,2008,에스지씨에너지(주),005090,2007/12,94661.151,20.94,6.22,2.1,0.62,11.57,3.44,1.39,0.41
5689,2008,삼양식품(주),003230,2007/12,93614.707,52.97,26.41,4.48,2.23,33.37,16.63,0.9,0.45
5690,2008,영진약품(주),003520,2007/12,92268.26076,0.0,0.0,7.07,3.62,0.0,0.0,2.97,1.52
5691,2008,한국쉘석유(주),002960,2007/12,91390.0,8.55,4.78,3.36,1.88,7.36,4.12,0.9,0.5
5693,2008,(주)현대리바트,079430,2007/12,90796.279,9.91,6.05,1.51,0.92,6.81,4.16,0.46,0.28
5694,2008,(주)크라운해태홀딩스,005740,2007/12,89193.9312,11.4,6.83,3.2,1.92,0.0,0.0,0.76,0.45
5695,2008,제일파마홀딩스(주),002620,2007/12,88357.5,15.53,6.51,1.54,0.64,13.55,5.68,0.7,0.29
5696,2008,에스엘(주),005850,2007/03,88049.234,6.4,4.64,0.82,0.59,7.25,5.25,0.44,0.32
5697,2008,(주)SNT홀딩스,036530,2007/12,87649.97956,40.81,13.43,3.25,1.07,0.0,0.0,4.56,1.5
5698,2008,(주)대구백화점,006370,2007/03,86897.53633,11.12,6.48,0.81,0.47,9.47,5.52,1.39,0.81
5699,2008,(주)동방아그로,007590,2007/12,86743.96549,10.66,5.75,1.09,0.59,30.43,16.42,1.14,0.62
5700,2008,(주)이아이디,093230,2007/12,86247.0,9.7,5.73,1.78,1.05,18.0,10.64,1.06,0.63
5701,2008,(주)동원에프앤비,049770,2007/12,85562.3223,30.94,18.82,1.16,0.7,9.39,5.71,0.37,0.23
5702,2008,에이케이홀딩스(주),006840,2007/12,84900.0,13.07,3.69,1.48,0.42,28.29,7.98,0.7,0.2
5703,2008,한국공항(주),005430,2007/12,84699.99625,16.7,6.02,1.21,0.44,9.67,3.49,0.81,0.29
5704,2008,(주)비와이씨,001460,2007/12,84635.3325,25.11,12.19,0.98,0.48,0.0,0.0,1.65,0.8
5705,2008,한올바이오파마(주),009420,2007/12,84545.0,0.0,0.0,4.97,1.44,905.52,261.44,2.98,0.86
5706,2008,에이치엘디앤아이한라(주),014790,2007/12,83360.5344,14.33,7.56,1.26,0.66,0.0,0.0,0.33,0.18
5707,2008,미원상사(주),002840,2007/09,83000.0,7.72,3.77,1.24,0.6,6.67,3.26,0.55,0.27
5708,2008,한세예스24홀딩스(주),016450,2007/12,82800.0,29.99,7.76,3.96,1.02,17.72,4.59,0.7,0.18
5709,2008,한솔테크닉스(주),004710,2007/12,82267.432,40.75,24.31,3.55,2.12,26.5,15.81,0.51,0.3
5710,2008,한국제지(주),027970,2007/12,82183.1675,538.35,184.66,8.15,2.79,0.0,0.0,4.42,1.52
5711,2008,대상홀딩스(주),084690,2007/12,81764.2755,11.06,7.52,0.79,0.54,0.0,0.0,30.08,20.46
5712,2008,케이아이비플러그에너지(주),015590,2007/12,81562.4361,18.65,5.71,7.31,2.24,0.0,0.0,1.24,0.38
5713,2008,디와이(주),013570,2007/12,81313.84772,25.5,6.29,2.55,0.63,282.99,69.82,1.06,0.26
5714,2008,대한화섬(주),003830,2007/12,81140.8,22.07,10.69,1.0,0.48,21.68,10.5,3.26,1.58
5715,2008,대성홀딩스(주),016710,2007/12,81025.23,21.32,9.76,1.25,0.57,7.88,3.61,0.42,0.19
5716,2008,(주)신영와코루,005800,2007/09,81000.0,10.1,3.61,0.81,0.29,12.03,4.3,0.9,0.32
5717,2008,제이더블유중외제약(주),001060,2007/12,80190.79612,36.4,18.63,3.0,1.54,21.52,11.02,0.83,0.42
5718,2008,(주)에이프로젠,007460,2007/12,79693.2045,17.48,4.41,2.07,0.52,0.0,0.0,1.72,0.43
5720,2008,(주)신한,005450,2007/12,79265.4772,751.17,80.75,3.38,0.36,141.14,15.17,5.03,0.54
5721,2008,사조동아원(주),008040,2007/09,78639.57968,104.76,70.19,2.05,1.37,0.0,0.0,1.24,0.83
5722,2008,성신양회(주),004980,2007/12,76188.2445,0.0,0.0,1.55,0.73,183.92,86.36,0.93,0.44
5723,2008,(주)동양고속,084670,2007/12,74123.4,11.41,4.19,1.15,0.42,5.05,1.86,0.87,0.32
5724,2008,(주)경농,002100,2007/12,74077.32625,10.97,5.39,1.37,0.68,7.13,3.5,1.28,0.63
5725,2008,한미반도체(주),042700,2007/12,73558.9698,12.81,5.54,3.03,1.31,16.26,7.03,3.01,1.3
5726,2008,유엔젤(주),072130,2007/12,73432.83348,12.5,8.06,2.13,1.37,8.54,5.51,3.0,1.94
5727,2008,신풍제약(주),019170,2007/12,71889.4953,17.7,9.43,1.39,0.74,16.21,8.64,0.97,0.51
5728,2008,(주)유니온,000910,2007/12,71398.958,67.19,7.98,0.89,0.11,0.0,0.0,3.08,0.37
5729,2008,가온전선(주),000500,2007/12,71370.0,14.75,5.31,1.51,0.54,0.0,0.0,0.34,0.12
5730,2008,(주)풍산홀딩스,005810,2007/12,70908.26135,0.0,0.0,1.12,0.62,16.42,9.03,0.56,0.31
5731,2008,(주)대동,000490,2007/12,70472.7837,0.0,0.0,1.02,0.38,5.56,2.06,0.39,0.14
5732,2008,고려개발(주),004200,2007/12,69600.0,11.86,5.59,1.44,0.68,20.51,9.66,0.53,0.25
5733,2008,(주)SIMPAC,009160,2007/12,69591.525,9.42,3.78,1.72,0.69,9.84,3.94,1.04,0.42
5734,2008,(주)신원,009270,2007/12,68684.15645,9.6,4.55,2.67,1.26,10.69,5.07,0.74,0.35
5735,2008,(주)케이씨,029460,2007/12,68186.327155,12.6,5.55,1.93,0.85,12.69,5.59,1.68,0.74
5736,2008,경남에너지(주),008020,2007/12,67937.7528,13.62,6.11,1.45,0.65,4.3,1.93,0.4,0.18
5737,2008,강남제비스코(주),000860,2007/12,66950.0,13.74,7.11,0.77,0.4,15.54,8.03,0.82,0.42
5738,2008,페이퍼코리아(주),001020,2007/12,66839.3072,0.0,0.0,1.06,0.43,9.5,3.84,0.68,0.28
5739,2008,(주)셀런,013240,2007/12,66330.33136,23.33,13.88,5.4,3.21,10.67,6.35,1.45,0.86
5740,2008,화성산업(주),002460,2007/12,65989.24,10.47,5.36,1.04,0.53,0.0,0.0,0.54,0.28
5742,2008,삼화페인트공업(주),000390,2007/12,65408.0,24.22,13.64,1.09,0.61,55.85,31.45,0.41,0.23
5743,2008,(주)사조대림,003960,2007/03,64999.22325,24.94,9.25,7.96,2.95,13.16,4.88,1.4,0.52
5744,2008,(주)노루홀딩스,000320,2007/12,64541.20779,74.47,25.01,2.46,0.83,0.0,0.0,14.46,4.86
5745,2008,대림통상(주),006570,2007/12,64249.5,19.3,12.39,0.87,0.56,0.0,0.0,0.69,0.44
5746,2008,(주)엔아이스틸,008260,2007/12,64244.681,43.91,5.9,4.35,0.58,0.0,0.0,1.94,0.26
5747,2008,(주)한화갤러리아타임월드,027390,2007/12,63300.0,10.28,7.24,1.06,0.75,7.89,5.56,1.38,0.97
5748,2008,현대비앤지스틸(주),004560,2007/12,62200.095375,21.47,5.46,1.77,0.45,13.6,3.46,0.5,0.13
5749,2008,자화전자(주),033240,2007/12,62191.8,16.39,9.62,1.31,0.77,7.45,4.37,2.1,1.23
5750,2008,(주)아이에이치큐,003560,2007/12,62116.23572,201.16,76.34,5.65,2.14,0.0,0.0,7.0,2.66
5751,2008,디씨엠(주),024090,2007/12,61776.0,9.58,3.14,1.64,0.54,18.3,5.99,1.56,0.51
5752,2008,삼화왕관(주),004450,2007/12,61619.7865,17.61,6.58,1.54,0.57,14.24,5.32,1.93,0.72
5753,2008,(주)지에스글로벌,001250,2007/12,61300.45628,13.81,5.9,3.76,1.61,6.44,2.75,0.13,0.05
5754,2008,세종공업(주),033530,2007/12,60564.3786,13.36,6.72,1.08,0.54,126.42,63.59,0.46,0.23
5755,2008,(주)경인양행,012610,2007/12,59840.0,13.61,7.87,0.84,0.48,0.0,0.0,0.62,0.36
5756,2008,(주)인디에프,014990,2007/12,59816.989925,0.0,0.0,2.79,1.2,16.35,7.05,1.48,0.64
5757,2008,(주)신세계아이앤씨,035510,2007/12,59512.0,11.94,6.98,2.5,1.46,6.48,3.79,0.7,0.41
5759,2008,새론오토모티브(주),075180,2007/12,59040.0,8.63,5.21,1.7,1.03,6.94,4.19,1.32,0.8
5760,2008,(주)에스피씨삼립,005610,2007/12,58763.55129,18.24,9.87,1.01,0.55,8.18,4.43,0.92,0.5
5761,2008,(주)한솔케미칼,014680,2007/12,58735.014,30.76,15.38,1.4,0.7,12.51,6.26,1.03,0.51
5762,2008,현대약품(주),004310,2007/11,58520.0,14.64,6.51,1.42,0.63,22.98,10.23,1.28,0.57
5763,2008,삼화콘덴서공업(주),001820,2007/12,58419.9,13.05,2.87,4.36,0.96,9.62,2.12,1.03,0.23
5764,2008,(주)보령,003850,2007/12,58164.0,18.6,11.78,1.37,0.87,7.74,4.9,0.79,0.5
5765,2008,텔코웨어(주),078000,2007/12,58022.18188,17.44,9.88,1.48,0.84,6.15,3.49,2.05,1.16
5766,2008,동양철관(주),008970,2007/12,57312.718515,46.12,10.03,2.98,0.65,47.69,10.37,2.05,0.45
5767,2008,(주)서흥,008490,2007/12,57147.948,8.39,4.87,0.98,0.57,7.91,4.59,1.17,0.68
5768,2008,(주)에스제이엠홀딩스,025530,2007/12,57021.2512,12.11,6.06,1.3,0.65,0.0,0.0,1.2,0.6
5769,2008,(주)현대디에스에프,016510,2007/12,56700.0,10.78,5.26,1.43,0.7,8.03,3.92,1.79,0.87
5770,2008,(주)선앤엘,002820,2007/09,56700.0,10.38,2.49,0.87,0.21,10.26,2.46,0.79,0.19
5771,2008,삼양통상(주),002170,2007/12,56400.0,43.28,26.69,0.59,0.36,0.0,0.0,1.06,0.65
5772,2008,벽산건설(주),002530,2007/12,56194.272,25.0,11.01,1.12,0.49,19.94,8.78,0.33,0.15
5773,2008,(주)천일고속,000650,2007/12,56168.346,56.82,18.13,6.76,2.16,33.26,10.61,3.46,1.1
5774,2008,한일건설(주),006440,2007/12,55870.04256,8.21,3.9,1.39,0.66,16.34,7.75,0.54,0.26
5775,2008,디엘건설(주),001880,2007/12,55296.0,11.9,3.38,3.15,0.9,0.0,0.0,0.82,0.23
5776,2008,(주)태평양제약,016570,2007/12,55043.5167,14.91,8.3,2.38,1.32,14.21,7.91,1.07,0.59
5777,2008,(주)한국화장품제조,003350,2007/12,55002.0,0.0,0.0,0.85,0.38,0.0,0.0,1.79,0.81
5778,2008,한국주철관공업(주),000970,2007/03,54721.2,12.63,8.62,0.53,0.36,9.94,6.78,0.88,0.6
5779,2008,신세계건설(주),034300,2007/12,54600.0,7.43,5.12,1.38,0.95,5.28,3.64,0.34,0.23
5780,2008,풍림산업(주),001310,2007/12,54015.2,10.48,5.46,1.28,0.67,8.57,4.47,0.22,0.11
5781,2008,(주)한국특강,007280,2007/12,53400.0,10.11,4.02,0.81,0.32,0.0,0.0,0.31,0.12
5782,2008,(주)위스컴,024070,2007/12,52215.072,10.71,8.63,0.78,0.63,7.4,5.96,0.57,0.46
5783,2008,한국콜마홀딩스(주),024720,2007/03,51794.425675,12.14,7.7,1.79,1.13,16.76,10.62,1.18,0.75
5784,2008,(주)대유플러스,000300,2007/12,51698.260595,197.32,25.43,12.61,1.62,0.0,0.0,2.59,0.33
5785,2008,퍼스텍(주),010820,2007/12,50891.324,208.65,61.82,5.54,1.64,15.78,4.68,3.39,1.0
5786,2008,(주)서연,007860,2007/12,50649.371105,17.58,8.15,1.62,0.75,4.54,2.11,0.3,0.14
5787,2008,(주)에스지글로벌,001380,2007/12,50482.32375,0.0,0.0,1.0,0.2,0.0,0.0,3.4,0.68
5788,2008,케이지케미칼(주),001390,2007/12,50450.5,0.0,0.0,2.03,0.88,0.0,0.0,0.73,0.31
5789,2008,참엔지니어링(주),009310,2007/12,49999.65955,31.1,17.14,2.1,1.15,0.0,0.0,1.23,0.68
5790,2008,(주)허메스홀딩스,012400,2007/12,49054.31175,0.0,0.0,12.72,1.05,0.0,0.0,15.33,1.26
5791,2008,(주)오리엔트바이오,002630,2007/03,48934.66436,281.45,145.37,3.35,1.73,66.62,34.41,11.04,5.7
5792,2008,(주)청호ICT,012600,2007/12,48850.464,12.94,5.22,2.11,0.85,4.66,1.88,1.0,0.4
5793,2008,화천기공(주),000850,2007/12,48400.0,13.14,4.56,1.87,0.65,12.39,4.3,1.15,0.4
5794,2008,(주)혜인,003010,2007/12,47852.112,17.78,6.8,1.15,0.44,14.25,5.45,0.72,0.27
5795,2008,전방(주),000950,2007/12,47796.0,0.0,0.0,0.68,0.38,0.0,0.0,0.49,0.27
5796,2008,(주)노루페인트,090350,2007/12,47600.0,37.51,17.16,1.15,0.53,12.86,5.88,0.68,0.31
5797,2008,(주)알앤엘바이오,003190,2007/12,47503.334775,0.0,0.0,3.25,1.01,0.0,0.0,15.31,4.78
5798,2008,(주)벽산,007210,2007/12,47443.52,30.68,10.41,1.44,0.49,15.14,5.14,0.9,0.31
5799,2008,(주)케이에스에스해운,044450,2007/12,47415.1246,38.25,12.92,2.26,0.76,9.19,3.1,3.39,1.14
5800,2008,(주)동방,004140,2007/12,47245.11415,46.13,15.47,1.97,0.66,20.94,7.02,0.63,0.21
5801,2008,(주)SH에너지화학,002360,2007/12,46676.1666,44.81,16.66,1.93,0.72,90.62,33.68,0.78,0.29
5802,2008,(주)에프앤에프홀딩스,007700,2007/12,46200.0,6.87,4.62,0.89,0.6,9.05,6.09,0.44,0.3
5803,2008,만호제강(주),001080,2007/06,45235.0,37.05,14.91,0.46,0.18,9.79,3.94,0.48,0.19
5804,2008,삼화전기(주),009470,2007/12,45106.2524,20.68,13.13,0.84,0.53,6.68,4.24,0.22,0.14
5805,2008,웰바이오텍(주),010600,2007/12,44866.39608,0.0,0.0,11.89,0.36,0.0,0.0,5.08,0.15
5806,2008,(주)방림,003610,2007/09,44852.9354,69.81,34.49,0.84,0.41,17.15,8.47,1.02,0.5
5807,2008,삼성공조(주),006660,2007/12,44694.727,0.0,0.0,0.81,0.45,20.5,11.35,0.91,0.51
5808,2008,한국석유공업(주),004090,2007/12,44291.52,92.06,4.79,8.4,0.44,144.33,7.51,1.83,0.1
5809,2008,에쓰씨엔지니어링(주),023960,2007/12,44218.98679,20.8,6.35,1.97,0.6,11.29,3.44,1.68,0.51
5810,2008,대원제약(주),003220,2007/12,43990.373,24.48,12.79,3.8,1.99,39.3,20.53,2.57,1.34
5811,2008,(주)기린,006070,2007/12,43796.70576,0.0,0.0,2.75,1.46,36.65,19.5,0.92,0.49
5812,2008,한솔아트원제지(주),007190,2007/12,43682.44272,0.0,0.0,0.63,0.35,0.0,0.0,0.24,0.13
5813,2008,(주)봉신,005350,2007/12,43637.1207,23.58,6.59,3.23,0.9,28.63,8.0,1.26,0.35
5814,2008,문배철강(주),008420,2007/12,43467.4306,41.21,5.08,2.51,0.31,37.02,4.57,1.7,0.21
5816,2008,(주)디아이씨,092200,2007/12,43183.0,12.91,7.23,1.41,0.79,9.18,5.14,0.58,0.32
5817,2008,유성기업(주),002920,2007/12,43092.6498,10.08,6.74,0.91,0.61,11.07,7.4,0.73,0.49
5818,2008,(주)비비안,002070,2007/06,42581.259,9.63,3.54,0.67,0.25,6.05,2.22,0.63,0.23
5819,2008,태림포장(주),011280,2007/12,42483.564,9.1,4.87,0.68,0.37,7.45,3.99,0.51,0.27
5820,2008,미래산업(주),025560,2007/12,42290.905,220.79,130.34,2.07,1.22,0.0,0.0,1.88,1.11
5821,2008,삼영무역(주),002810,2007/12,42241.798765,10.69,3.47,0.9,0.29,175.74,57.01,0.61,0.2
5822,2008,(주)경동나비엔,009450,2007/12,41932.8,8.65,6.16,0.53,0.38,0.0,0.0,0.38,0.27
5823,2008,영풍제지(주),006740,2007/12,41736.0,14.57,5.93,1.07,0.44,33.31,13.56,1.04,0.42
5824,2008,(주)세이브존아이앤씨,067830,2007/12,41656.508425,48.18,18.33,1.34,0.51,0.0,0.0,1.23,0.47
5825,2008,(주)일신석재,007110,2007/12,41439.28635,318.14,36.87,6.94,0.8,174.6,20.23,5.11,0.59
5826,2008,(주)메타랩스,090370,2007/12,41400.0,20.59,7.07,2.78,0.96,0.0,0.0,2.38,0.82
5827,2008,(주)인스코비,006490,2007/12,41335.9486,0.0,0.0,6.22,0.22,0.0,0.0,2.88,0.1
5829,2008,(주)한솔홈데코,025750,2007/12,40947.34125,0.0,0.0,2.04,0.66,18.63,6.02,1.36,0.44
5830,2008,성보화학(주),003080,2007/12,40840.8,33.43,17.91,1.33,0.71,33.06,17.71,2.97,1.59
5831,2008,(주)알루코,001780,2007/12,40799.0418,150.33,45.73,3.51,1.07,0.0,0.0,1.48,0.45
5832,2008,(주)이수페타시스,007660,2007/12,40712.06678,0.0,0.0,0.67,0.42,0.0,0.0,0.29,0.19
5833,2008,(주)MH에탄올,023150,2007/12,40600.0,19.13,7.83,2.01,0.82,22.49,9.21,1.65,0.68
5835,2008,계양전기(주),012200,2007/12,39772.0,14.33,6.96,1.14,0.55,9.08,4.41,0.85,0.41
5836,2008,(주)넥센,005720,2007/12,39767.409,10.92,4.82,0.72,0.32,9.45,4.17,0.93,0.41
5837,2008,(주)대양금속,009190,2007/12,39695.31,50.32,5.76,3.15,0.36,0.0,0.0,1.02,0.12
5838,2008,한국무브넥스(주),010100,2007/12,39646.44684,22.75,10.58,0.75,0.35,16.77,7.8,0.19,0.09
5839,2008,유니퀘스트(주),077500,2007/12,39432.45383,13.34,7.35,2.29,1.26,10.98,6.05,0.75,0.41
5840,2008,한솔로지스틱스(주),009180,2007/12,39346.67664,214.33,91.16,3.6,1.53,89.62,38.11,0.85,0.36
5841,2008,한국고덴시(주),027840,2007/12,39096.759825,21.08,11.41,1.73,0.94,12.97,7.02,0.8,0.43
5842,2008,(주)유유제약,000220,2007/03,39070.715,17.24,8.14,2.44,1.15,21.7,10.24,2.01,0.95
5843,2008,(주)배명금속,011800,2007/12,39015.100905,230.71,58.88,2.21,0.57,0.0,0.0,1.06,0.27
5844,2008,서울식품공업(주),004410,2007/12,38355.0625,686.27,112.7,7.81,1.28,0.0,0.0,4.36,0.72
5845,2008,(주)팜스코,036580,2007/12,38322.726435,0.0,0.0,1.22,0.59,0.0,0.0,0.32,0.15
5846,2008,알보젠코리아(주),002250,2007/12,37815.8956,10.88,6.69,1.83,1.12,11.46,7.04,1.98,1.22
5847,2008,(주)태경비케이,014580,2007/12,37513.016,33.59,22.6,0.87,0.59,10.13,6.82,0.8,0.54
5848,2008,제일연마공업(주),001560,2007/12,37450.0,10.58,3.2,1.74,0.53,18.09,5.47,1.71,0.52
5849,2008,(주)선진지주,014300,2007/12,37400.0,9.78,4.46,1.11,0.51,0.0,0.0,0.46,0.21
5850,2008,(주)삼익악기,002450,2007/12,37381.38601,34.82,20.27,0.72,0.42,45.36,26.4,1.14,0.67
5851,2008,(주)화신,010690,2007/12,37380.0,6.89,3.95,0.9,0.51,5.99,3.43,0.36,0.2
5852,2008,삼정펄프(주),009770,2007/12,37312.0,12.72,6.88,0.83,0.45,14.53,7.86,0.74,0.4
5853,2008,금강공업(주),014280,2007/12,37051.00532,63.8,25.55,0.84,0.34,5.18,2.07,0.43,0.17
5854,2008,(주)케이씨오에너지,011400,2007/12,37039.16601,0.0,0.0,160.21,7.83,0.0,0.0,121.84,5.96
5855,2008,에이치디씨현대이피(주),089470,2007/12,37004.0,20.57,10.48,1.44,0.73,12.8,6.52,0.79,0.4
5856,2008,이건산업(주),008250,2007/12,36718.05816,0.0,0.0,11.2,4.58,0.0,0.0,1.05,0.43
5857,2008,티와이엠(주),002900,2007/12,36617.784,9.28,3.53,0.81,0.31,36.0,13.68,0.4,0.15
5858,2008,한국유나이티드제약(주),033270,2007/03,36588.12494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5859,2008,(주)수산중공업,017550,2007/12,36324.4248,19.11,5.44,3.54,1.01,58.8,16.74,1.64,0.47
5860,2008,조일알미늄(주),018470,2007/12,36261.6,136.5,80.92,0.82,0.49,0.0,0.0,0.32,0.19
5861,2008,미창석유공업(주),003650,2007/12,35924.2268,6.95,2.6,1.07,0.4,13.29,4.97,0.37,0.14
5862,2008,(주)남선알미늄,008350,2007/12,35781.53856,0.0,0.0,4.5,0.96,19.87,4.23,0.71,0.15
5864,2008,(주)우성,006980,2007/12,35535.0,26.7,15.81,0.57,0.34,0.0,0.0,0.34,0.2
5865,2008,아세아페이퍼텍(주),009380,2007/12,35227.939565,33.91,14.79,1.01,0.44,67.45,29.42,1.24,0.54
5866,2008,(주)티비에이치글로벌,084870,2007/12,34935.171825,21.6,6.93,2.12,0.68,0.0,0.0,1.76,0.56
5867,2008,(주)티이씨앤코,008900,2007/12,33736.9525,3.56,1.94,1.08,0.59,40.66,22.13,1.58,0.86
5868,2008,(주)화승코퍼레이션,013520,2007/12,33442.70678,12.14,5.84,0.92,0.44,10.88,5.24,0.28,0.14
5869,2008,삼일제약(주),000520,2007/12,33440.0,29.49,16.48,2.59,1.45,24.52,13.71,1.56,0.87
5870,2008,(주)케이씨티시,009070,2007/12,33300.0,10.86,5.09,1.49,0.7,40.45,18.95,1.07,0.5
5871,2008,(주)금비,008870,2007/09,33000.0,11.08,5.83,0.81,0.43,5.05,2.65,0.85,0.45
5872,2008,아세아제지(주),002310,2007/12,32987.4636,45.56,24.79,0.85,0.46,9.61,5.23,0.69,0.37
5873,2008,명문제약(주),017180,2007/12,32946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5874,2008,성지건설(주),005980,2007/12,32940.0,22.47,10.64,0.97,0.46,0.0,0.0,0.86,0.41
5875,2008,인지컨트롤스(주),023800,2007/12,32897.47776,16.09,8.07,1.71,0.86,21.33,10.7,0.72,0.36
5876,2008,(주)코리아써키트,007810,2007/12,32878.74915,0.0,0.0,1.03,0.72,8.03,5.65,0.57,0.4
5877,2008,케이알모터스(주),000040,2007/12,32624.70431,16.05,5.57,4.36,1.51,0.0,0.0,1.49,0.52
5878,2008,코스모화학(주),005420,2007/12,32617.244505,0.0,0.0,3.4,0.97,0.0,0.0,1.47,0.42
5879,2008,(주)디비아이엔씨,012030,2007/12,32600.0,24.72,7.91,0.99,0.32,13.32,4.26,0.86,0.28
5880,2008,효성아이티엑스(주),094280,2007/12,32594.124,96.18,38.13,5.64,2.24,38.54,15.28,1.92,0.76
5881,2008,(주)갤럭시아에스엠,011420,2007/12,32573.22384,41.99,25.55,0.0,0.0,10617.96,6461.14,3.24,1.97
5882,2008,태경케미컬(주),006890,2007/12,32480.0,22.5,7.58,1.5,0.51,14.98,5.04,2.65,0.89
5883,2008,(주)조인에너지,004820,2007/12,32347.194525,0.0,0.0,22.14,8.96,0.0,0.0,0.4,0.16
5884,2008,조광피혁(주),004700,2007/12,32314.81068,18.08,9.09,0.97,0.49,829.64,417.03,0.55,0.28
5885,2008,(주)TCC스틸,002710,2007/12,32265.0,80.81,40.53,0.6,0.3,0.0,0.0,0.31,0.16
5886,2008,팜젠사이언스(주),004720,2007/12,32253.25557,0.0,0.0,3.92,2.02,0.0,0.0,2.1,1.09
5887,2008,선도전기(주),007610,2007/12,32249.080885,192.01,45.95,2.19,0.52,0.0,0.0,3.52,0.84
5888,2008,삼익티에이치케이(주),004380,2007/12,32235.0,30.95,14.7,1.72,0.82,16.57,7.87,0.98,0.47
5889,2008,대원전선(주),006340,2007/12,31788.94218,53.98,8.89,3.09,0.51,0.0,0.0,0.47,0.08
5890,2008,그린케미칼(주),083420,2007/12,31500.0,8.14,4.66,0.98,0.56,8.28,4.74,0.62,0.35
5891,2008,한신기계공업(주),011700,2007/12,31460.0,17.57,6.7,1.96,0.75,21.48,8.19,1.36,0.52
5892,2008,(주)디알비동일,004840,2007/12,31234.0,0.0,0.0,0.9,0.57,0.0,0.0,0.43,0.27
